level,question,answer
0.9,"Put 5, -376541, 1 in increasing order.","-376541, 1, 5"
0.9,Let k(b) = 6*b**2 + 4*b + 10. Let d = -10 - -5. Let u(c) = 4*c**2 + 3*c + 7. Let x = -3572 - -3579. Calculate d*k(i) + x*u(i).,-2*i**2 + i - 1
0.9,What is the product of 0.162 and -42315?,-6855.03
0.9,How many minutes are there between 6:09 AM and 7:26 AM?,77
0.9,Let m(f) = -279*f. Let w(t) = -9*t. Let y be (-18)/10 + (72/(-90))/4. What is y*m(g) + 63*w(g)?,-9*g
0.9,Which is the closest to -0.1?  (a) 3  (b) 0.396  (c) 586  (d) -3  (e) -7,b
0.9,Let d(v) = 3151*v**2 - 6 + 6 - 4580*v**2. Let r(w) = w. Give d(r(s)).,-1429*s**2
0.9,Let o(h) = h**3 - 238436 + 238435 + h + h**2 - 3*h**2 + 3*h**2. Let r(a) = 2*a**3 - 20*a**2 + 4*a - 2. Determine 4*o(i) - r(i).,2*i**3 + 24*i**2 - 2
0.9,Simplify (5 + -4*((sqrt(180) - (0 + sqrt(180) + 5)) + -1 + sqrt(180) + 3 + (-2 + sqrt(180))*4 + -3))**2.,75721 - 14640*sqrt(5)
0.9,Let a = 6128 - -797. What is the hundreds digit of a?,9
0.9,What is 508 minutes before 3:43 AM?,7:15 PM
0.9,Let k(u) = -17*u**2 - 23*u + 19. Let o(j) = -8*j**2 - 11*j + 9. Let v = -1484 - -1490. Give v*k(y) - 13*o(y).,2*y**2 + 5*y - 3
0.9,Factor m**3/2 - 2077*m**2 + 99263*m/2 - 295295.,(m - 4130)*(m - 13)*(m - 11)/2
0.9,"What is the w'th term of -637, -1851, -3629, -5971, -8877?",-282*w**2 - 368*w + 13
0.9,What is prob of sequence ia when two letters picked without replacement from fmmimmimiiaifnaia?,9/136
0.9,How many minutes are there between 6:31 PM and 12:42 AM?,371
0.9,"What is the h'th term of 146497, 1171713, 3954451, 9373471, 18307533, 31635397?",146460*h**3 + h**2 - 7*h + 43
0.9,Expand (2*u + 0 + 0)*(1 - 79 - 1) + (3 + 4 - 1)*(-4 + 4 + 7*u).,-116*u
0.9,Let o(m) = -m**2 + m + 1. Let y(b) = -b**2 + 3*b + 4. Let k(f) = f**2 + 9*f + 12. Let l = 172 + -179. Let i be k(l). Calculate i*o(u) + y(u).,u**2 + u + 2
0.9,Let b(u) = -2*u**2 + u - 1. Let j(h) = -11*h**2 + 5*h + 674. Give 5*b(p) - j(p).,p**2 - 679
0.9,"Sort -23, -271707, 4 in increasing order.","-271707, -23, 4"
0.9,Let h(c) = 793 - 80*c. Is h(-56) composite?,False
0.9,"Calculate prob of sequence mm when two letters picked without replacement from {c: 5, m: 7, o: 1}.",7/26
0.9,Determine k so that -4*k**2/9 + 9536*k/3 - 47580 = 0.,"15, 7137"
0.9,"Let x be -8*(-19)/(760/15). What is the smallest value in 3/7, x, 18, -0.4?",-0.4
0.9,Suppose -463*g + 552*g = 17711. Calculate the remainder when g is divided by 26.,17
0.9,What are the prime factors of 370397611?,"449, 824939"
0.9,Suppose 12*x = -11*x - 212670 + 603670. What is the hundreds digit of x?,0
0.9,"Sort -230, -5, 2519 in decreasing order.","2519, -5, -230"
0.9,Let d(k) = 5*k - 10. Let a be d(5). Suppose -18*b = -a*b - 6. What is the tens digit of (-5)/b*1008/(-40)?,6
0.9,What is 576 minutes after 10:42 PM?,8:18 AM
0.9,List the prime factors of 4931607761.,"103, 47879687"
0.9,What is 459 minutes after 4:06 PM?,11:45 PM
0.9,Simplify (5*-1*sqrt(84) + sqrt(84) + 2*(sqrt(84) + -1*sqrt(84) - sqrt(84)))/(1*sqrt(1452) + sqrt(12) + -1*sqrt(432)).,-sqrt(7)
0.9,Let y = -47 + -67. Let w = y + 199. Is w a composite number?,True
0.9,Expand (2*v - 2 - 3*v + 4)*(31 + 13*v**2 - 31)*(3 - 3 + 2)*(-v + v - 4*v).,104*v**4 - 208*v**3
0.9,45 + (-3 - -4) + -1 + -5 - (105 + -100),35
0.9,Let d = 76 + -80. Let b be -2 + 1 + 6 - d. Suppose -b*u + 295 = -551. What is the units digit of u?,4
0.9,Let h(d) = -2*d - 13. Let c(s) be the first derivative of 545 - 3*s**2. Give c(h(p)).,12*p + 78
0.9,Let p(z) = -41*z. Let i(f) be the first derivative of f**4/6 + 5*f - 154. Let k(o) be the first derivative of i(o). What is k(p(w))?,3362*w**2
0.9,-1151880 times -9.8,11288424
0.9,Simplify -5 + (-2 + (sqrt(1088)*1)**2 - 5*sqrt(1088)*2) + (1*-2*sqrt(204))/(-3*sqrt(972)).,1081 - 2158*sqrt(17)/27
0.9,-673594 times 95,-63991430
0.9,Simplify (sqrt(76) + 2)*1 - 5*sqrt(76)*1 - 4*(1*2*sqrt(152))/(sqrt(8)*-2*1).,2 - 4*sqrt(19)
0.9,Is 327 a factor of 40220540?,False
0.9,Let z = 12398 - -61733. Is z a composite number?,False
0.9,Is 15*-2*(-183558)/36 a composite number?,True
0.9,Simplify -3 + (-1*6*sqrt(140))/(-2*sqrt(605) - (sqrt(55)*2)/sqrt(11)).,-3 + sqrt(7)/2
0.9,Which is the closest to -4?  (a) -1/176  (b) 22  (c) 2  (d) 4/5  (e) -4  (f) -3,e
0.9,Factor -n**3 + 460771*n**2 - 61729847*n + 2067799493.,-(n - 460637)*(n - 67)**2
0.9,Let l = -3568 + 1846. Which is the third smallest value?  (a) 0  (b) 1/6  (c) l,b
0.9,Suppose 0 = -60*m + 65*m - 15. Suppose -b + m*b - 16 = 0. What is the remainder when 2/8 - (-87)/4 is divided by b?,6
0.9,"What is prob of sequence zi when two letters picked without replacement from {i: 1, z: 3}?",1/4
0.9,Simplify (-6*((sqrt(84) - ((-2*sqrt(84)*-2 - sqrt(84)) + sqrt(84))) + -2*1*sqrt(84))/(-3*sqrt(108) + sqrt(72)/(sqrt(24) + sqrt(6)) + sqrt(12))*1)**2.,56700/529
1.0,Which is smaller: 2/321642021 or 1?,2/321642021
1.0,Calculate the greatest common divisor of 2402 and 13670983.,1201
1.0,Round -0.0063236878 to six dps.,-0.006324
1.0,Which is bigger: 1/66016339 or -1?,1/66016339
1.0,Factor 1653*k**3 - 50*k**4 + 35*k**4 - 1651*k**3.,-k**3*(15*k - 2)
1.0,"Let l(h) be the third derivative of -4/9*h**3 - 1/10*h**5 + 1/315*h**7 + 11/36*h**4 + 1/180*h**6 - 3*h**2 + 0 + 5*h. Find s, given that l(s) = 0.","-4, 1"
1.0,Simplify (j**5*j**7/j)**(10/13)*((j/(j**(-2)*j))/j)**(-29)*j**(3/2)/(j**7/j) assuming j is positive.,j**(-651/26)
1.0,Let l(x) be the third derivative of -x**6/360 - 5*x**5/36 + x**4/72 + 25*x**3/18 + 29*x**2. Let l(d) = 0. What is d?,"-25, -1, 1"
1.0,Subtract 17 from 709165648.,709165631
1.0,Simplify ((((f*f**(-2/3))/f)/f)/f**7)**(15/7)/(f**(-5/2)*f**(2/5)*f*f)**(-7/2) assuming f is positive.,f**(-2649/140)
1.0,Evaluate (-6)/21*(-73)/((-12702)/(-290))*(-14)/(-6).,10/9
1.0,Factor 111260*w - w**3 + 1417550*w**2 + 6*w**3 + 11985*w - 1419120*w**2.,5*w*(w - 157)**2
1.0,Let z(q) = -q**3 - 7*q**2 - 30*q - 135. Let v be z(-6). Is (1884/(-18))/((-2)/v) a multiple of 12?,False
1.0,Let f = -6016 - -6013. Which is the closest to 160?  (a) f  (b) 0.5  (c) -0.4,b
1.0,Round -26.151606 to the nearest 10.,-30
1.0,Rearrange -4505*n + 4505*n - 37 + 3*n**2 to v*n**2 + o*n + c and give c.,-37
1.0,Let q(s) = -s**3 + 30*s**2 + 1576*s - 47326. Give q(30).,-46
1.0,Let v = 978 + -981. Is 24 a factor of 1/(3 - v/(4482/(-4476)))?,False
1.0,Which is smaller: 10549/10671 or 2?,10549/10671
1.0,Is 28 a factor of 16497 - (-35)/(19 + -26)?,True
1.0,Let k = 6.67 - 9.67. Which is the nearest to -9/5?  (a) 4  (b) 3  (c) k  (d) 1/4,c
1.0,"Let x be 2/(-8) + 12/(-84)*(-84)/144. Put -1, -137, 1/9, 1, x in ascending order.","-137, -1, x, 1/9, 1"
1.0,"Solve 4*r = -3*f - 26, 10*f + 7*f + 9 = 3*r + 140 - 73 for f.",2
1.0,Let o(l) = -6*l**3 - 26*l**2 + 31*l + 100. Calculate o(-6).,274
1.0,What is the value of (((-80)/(-12))/10)/(-8*(-90)/216)?,1/5
1.0,Which is greater: -1/2 or 1425485629?,1425485629
1.0,What is the third derivative of -33272605*q**4 + 75*q**2 - 52928*q wrt q?,-798542520*q
1.0,What is 278704322 divided by -13?,-21438794
1.0,"Suppose 8*i - a = 3*i + 4206, 5 = -5*a. Let m = i - 580. List the prime factors of m.","3, 29"
1.0,Divide -10521648 by 36.,-292268
1.0,Let h(q) = 4852*q - 1276095. What is h(263)?,-19
1.0,Let m be 1*7 + 175/(-35). Suppose -10*c = -6*c - 908. Suppose -m*i = -c + 25. List the prime factors of i.,101
1.0,What is -5952334.33 rounded to the nearest 100?,-5952300
1.0,"Solve 4*x = 3*b - 2*b + 20, -5*b + 21*b - 1 + 6 = x for b.",0
1.0,Calculate the greatest common divisor of 14366 and 479716655.,7183
1.0,Rearrange (-4*h**2 + 6*h**2 + h**2 - 6)*(-78*h**2 - 170*h**2 - 40*h**2) to the form j*h**2 + z*h**4 + c*h**3 + w*h + m and give m.,0
1.0,Let m = 213 + -208. List the prime factors of (m/15)/((-3)/(-2493)).,277
1.0,Simplify q**6*q**2*q**1*(q/(q*q*q**(1/3)*q*q))/q*q*q*q/q**1*q/q**7*(q**1/q)/(q**(-7/2)/q) assuming q is positive.,q**(31/6)
1.0,Calculate 1295680 divided by -2.,-647840
1.0,Calculate the greatest common factor of 13938623 and 1581.,527
1.0,Let s = 6022/59 - 18007/177. Factor -169/3 - s*m**2 - 26/3*m.,-(m + 13)**2/3
1.0,What is -118 minus 4310904757185?,-4310904757303
1.0,What is 0.654230052 less than -64425?,-64425.654230052
1.0,What is the highest common factor of 540 and 11830440?,60
1.0,"Suppose 7*d = -a + 6*d - 1, 2*a + 5*d - 1 = 0. What is the closest to -6 in 27, a, -3?",-3
1.0,Let s = 0.18846 - 0.58846. Which is the closest to -2?  (a) s  (b) 2/11  (c) 0.6,a
1.0,"Solve -65*g - 101*g - 1830 = 2*a, 4*g + 363 = -a + 317 for a.",-2
1.0,What is q in 196/5*q**3 + 0*q + 0 + 1/5*q**5 + 0*q**2 - 28/5*q**4 = 0?,"0, 14"
1.0,"Let k be (420588/3465 - 121) + (-5)/10*2/5. Suppose -2*s + 5*m - 3 = 0, -3*m + 64 = 4*s + 5. Let i = -7 + s. Sort i, k, -4 in decreasing order.","i, k, -4"
1.0,Find the first derivative of 17213713*p**4 - p**2 + 98599039.,68854852*p**3 - 2*p
1.0,Calculate the highest common factor of 711134 and 8.,2
1.0,"Let s be -2*1*(-6 - (-225)/40). What is the nearest to s in 1.6, 3, -5?",1.6
1.0,"Suppose -r + 48344 = 5*b, 5*r + 0*r + 30 = 0. What are the prime factors of b?","2, 5, 967"
1.0,Simplify ((s**(-1/12)/(s/s**(1/6)))/(s/(s/(s**(-1/4)*s)*s))**(3/34))/((s*s/(s**(-1)*s*s))**0*(s*s**(-3/8)*s)/(s/(s*s**(-5)))) assuming s is positive.,s**(253/102)
1.0,Let o(q) = 81697*q - 7597831. Determine o(93).,-10
1.0,"Let y = 1.1 - 0.8. Let l = 17475 - 17475. What is the closest to l in y, 4, -11?",y
1.0,Rearrange -1 + 2 - 1596892*a**3 + 305*a + 1596883*a**3 + (-5 + 5 + a**2)*(2*a + 2*a - 5*a) to the form q*a**3 + b + f*a + j*a**2 and give f.,305
1.0,What is 102150012 rounded to the nearest one hundred thousand?,102200000
1.0,Round 29.070477682 to 4 dps.,29.0705
1.0,"Solve 0 = -3*s + 2*i - 0 - 3, -19*i + 69 - 65 = -4*s for s.",-1
1.0,What is the second derivative of 6800*c**3 + 3327*c**2 + 874865102*c?,40800*c + 6654
1.0,Suppose 67*o - 107 = 161. Let c = 16 - 9. Factor -4*u**4 - 2*u**5 - u**3 - u**4 - 3*u**o - c*u**3.,-2*u**3*(u + 2)**2
1.0,Let r(j) = -j**3 - 44*j**2 + 113*j - 691. Give r(-47).,625
1.0,Round 0.00155425148 to four dps.,0.0016
1.0,What is the first derivative of 761607566 - 834951481*k**2 wrt k?,-1669902962*k
1.0,What is 67091 (base 12) in base 11?,93711
1.0,Calculate the least common multiple of 2751144 and 40.,13755720
1.0,Express 7 + 26*l + 2*l**4 - 6 - 5*l**4 + 4*l**2 + l**4 + 6*l**3 - 7*l**3 in the form c*l**3 + o*l**2 + w*l**4 + u*l + g and give w.,-2
1.0,8b9b3 (base 12) to base 11,117a99
1.0,"Solve 10*y = 3*s - 5, -34*s + 37*s - 18 = -3*y for y.",1
1.0,Let b(n) = -n**3 - 12*n**2 - 14*n - 25. Let u be b(-11). Let a be 2/u - 24402/(-56). Suppose -a = -8*d + 1196. What are the prime factors of d?,"2, 3, 17"
1.0,Express 11 + 300*h + 9 + 293*h - 32 + 15 in the form f + m*h and give f.,3
1.0,Which is bigger: -812119 or -812120?,-812119
1.0,-750784 (base 10) to base 2,-10110111010011000000
1.0,What is the highest common divisor of 2431735 and 8326?,181
1.0,Calculate 7928 + -13.110056225.,7914.889943775
1.0,What is 0.00023768458 rounded to seven decimal places?,0.0002377
1.0,"Let f be 0/(2 + 4 + -4). Suppose 3*q - 1158 = -3*o, f = 3*o - 6*o + 3*q + 1146. Is o a multiple of 12?",True
1.0,Express -396*t + 2325*t**2 + 793*t + 1254*t**2 - 397*t as w*t + u*t**2 + p and give u.,3579
1.0,What is 0.0002948037578 rounded to five decimal places?,0.00029
1.0,Find the second derivative of 304*s**3*u - 1201*s**3 + 8*s**2*u**2 - 1102*s*u**2 + 469*u**2 + u + 1 wrt s.,1824*s*u - 7206*s + 16*u**2
1.0,Are 3461597 and 3461597 non-equal?,False
1.0,Let t = 285 - -4673. Is t a multiple of 67?,True
1.0,Rearrange ((4*h + 0 + 0)*(1 + 1 + 0) - 9*h + 0*h + 0*h)*((1 - 1 - 2)*(-2 + 3 + 19) + (0 - 1 + 0)*(-1 + 2 - 2)) to r*h + j and give r.,39
1.0,"Let x = -0.08553 - 0.01447. Let s = 3 - 6. What is the closest to s in 0, x, 6?",x
1.0,Let q(d) = d**3 + 4*d**2 + 9*d - 410. Give q(6).,4
1.0,Let v(l) = -l**3 + 80*l**2 + 1928*l - 1424. Give v(-20).,16
1.0,"Let w = 65 + -63. Suppose -64 = -w*b + 2*p - 0, -5*p = 5*b - 150. Does 3 divide b?",False
1.0,Calculate 87734534 divided by 43.,2040338
1.0,"Suppose -3*k - 27 = -3*j, -k + 52 = 5*j + k. Suppose -4*y + j = -6. Suppose -77 - 79 = -y*q. List the prime factors of q.","3, 13"
1.0,Calculate (-616)/70*(-270)/(-216).,-11
1.0,Express (6 - 6 - 2*i**2 + i)*(-5042 + 5106 + 8539) as g*i + a + r*i**2 and give r.,-17206
1.0,Simplify (((g**(-3/20)*g)**(19/3))**33)**44 assuming g is positive.,g**(39083/5)
1.0,"Solve 0 = -1054*c + 1048*c + 5*p - 57, 37*c = p - 262 for c.",-7
1.0,"Let o(j) = 10*j + 22. Let u be o(-2). Suppose -u*g = -4, 0*g = v - 4*g - 3. Is v a multiple of 4?",False
1.0,Convert 13566576 (base 9) to base 8.,31476517
1.0,Express (-373*i + 340*i + 249*i)*(4 + 0 - 1)*(3 + 1 - 2) in the form c*i + t and give c.,1296
1.0,What is -b6b4b (base 14) in base 3?,-211102022002
1.0,Simplify a/(a/a**(-5/4))*a*(a/(a*a**(-2/5)))/a*(a/(a/(a*a**(-4)*a*a)))/(a/(a**9/a)*a)*(a**2*a)**(-1)/(a/(a*a**(1/2))*a)**(11/2) assuming a is positive.,a**(-8/5)
1.0,Rearrange -50751*p**2 + 49*p + 50753*p**2 + 192*p + 3 to the form z*p + t + f*p**2 and give t.,3
1.0,Let o = -15288 + 15290. Which is the nearest to o?  (a) -0.03  (b) -3  (c) -0.05,a
1.0,Let b(r) = -10*r**2 - 4120*r + 4140. Calculate b(-413).,10
1.0,"Let v = 138552 + -138552.1. Let b = 0.2 - 0.2. Put b, v, -0.5, -0.6 in ascending order.","-0.6, -0.5, v, b"
1.0,Simplify ((c**(2/7))**46*c*c*c*(c*c*c**(7/4)*c)/c*c*c*c**(1/20))**(-15) assuming c is positive.,c**(-2304/7)
1.0,"Let i be (-15)/10*40/(-6). Let d be (11 - i) + 5/1. Suppose -1 + d = -5*a. Sort -4, 4, a in increasing order.","-4, a, 4"
1.0,What is the lowest common multiple of 8205329 and 7459390?,82053290
1.0,Calculate the greatest common factor of 7300768 and 71444.,1348
1.0,Calculate the smallest common multiple of 1007760 and 1716.,11085360
1.0,"Let q(r) = r**3 + 18*r**2 + 11*r - 60. Let y be q(-17). Let s be 68/y + (-86)/301. What is the closest to 1/75 in s, 1, 0.4?",0.4
1.0,"Let j = 3 - -1. Let t = -22484 + 22491. Sort t, -3, j, 3.","-3, 3, j, t"
1.0,"Solve -r = -4*j + 35, -1053*j = -1067*j + 126 for r.",1
1.0,Suppose 30 = 116*k - 101*k. Solve 38*r + 39 - 4*r**2 - k*r**2 + 5*r**2 = 0 for r.,"-1, 39"
1.0,"Suppose 21*j - 7*j + 38 = -32. Suppose -3*r - 4 = -w + 3, r - w = -5. Which is the nearest to r?  (a) 4  (b) j  (c) 0.6",c
1.0,Convert -1d436a (base 16) to base 9.,-3542651
1.0,21616604 (base 7) to base 12,762452
1.0,Calculate the highest common divisor of 68510 and 20093320.,2210
1.0,Calculate the highest common divisor of 319778 and 70531.,281
1.0,Let k(y) be the second derivative of -17*y**3/3 - 15*y**2 - 10*y. List the prime factors of k(-7).,"2, 13"
1.0,What is -3637.2 + -41050504?,-41054141.2
1.0,Let d = -9642 - -9644. Which is the closest to d?  (a) 1/3  (b) 4.32  (c) 1,c
1.0,Express (-2 - 1 + 9)*(6076 - 6076 + 163*c) in the form l*c + s and give l.,978
1.0,Put together -0.4 and 80678026798.,80678026797.6
1.0,Let g be ((-184)/2990)/((-2)/(-5)) + (-41)/(-13). Let o = 133/6 - 41/2. Suppose 0 + o*d**2 + 4/3*d**g + 2/3*d + 1/3*d**4 = 0. What is d?,"-2, -1, 0"
1.0,What is the derivative of -30699*p**2*x + 491*p**2 - 2894*p*x - 16290 wrt x?,-30699*p**2 - 2894*p
1.0,Let a(p) = 142*p - 807. Give a(0).,-807
1.0,What is 18250374 divided by -6?,-3041729
1.0,"Solve -3*l + 37 = 27*y - 26*y + 2, 5*y + l = 119 for y.",23
1.0,"Solve 5*a + 100 = 150*x - 146*x + 41*a, -40 = 4*x + a for x.",-11
1.0,What is 11221103130 (base 4) in base 13?,3ca7a6
1.0,Simplify (r**(-1/4)/r*r**(-4)*(r*r**(-2/5))/r*r**(-4)/r)/(r**(3/2)*r*r/r**(1/10)*r*(r*(r/r**0*r*r)/r)**(1/5)) assuming r is positive.,r**(-313/20)
1.0,Calculate the common denominator of -39/1666 and 41/162078.,1134546
1.0,Let y be ((-26)/(-8))/(0 - (-7)/392). What are the prime factors of 3314/7 + (-78)/y?,"11, 43"
1.0,Find the third derivative of 74*p**4 - 439612*p**3 - 1203*p**2 + 1668*p.,1776*p - 2637672
1.0,Suppose -26782 - 21822 = -3*j - 12484. Is 28 a factor of j?,True
1.0,Suppose 0 = -3*r - 682 + 175. Let b = -158 - r. List the prime factors of b.,11
1.0,Calculate 199610 divided by 33.,199610/33
1.0,Let o(p) = p**2 + 4*p - 41. Let j be o(12). Let v be 129/27 - 2/(-9). Suppose v*h + 51 - j = 0. List the prime factors of h.,"2, 5"
1.0,Which is greater: 17586 or -877?,17586
1.0,Let k = 910 + -2379. Let j = k + 1474.961. Let q = j + 0.039. Which is the nearest to q?  (a) 2  (b) -4  (c) -0.3,a
1.0,Work out -6477592 - 37328.,-6514920
1.0,Is 860 at least 260320/303?,True
1.0,Calculate the highest common factor of 47067 and 34974.,87
1.0,"Let g = -8.25 + 4.1. Let q = 4.65 + g. Put 0.4, 1, -8, q in decreasing order.","1, q, 0.4, -8"
1.0,1715/(-14)*4/25*(-655)/131,98
1.0,Round -2802365.876 to the nearest ten thousand.,-2800000
1.0,What is -41119738 divided by -638?,64451
1.0,Suppose 4133*x + 44704 = 4144*x. What are the prime factors of x?,"2, 127"
1.0,What is -74732006 divided by -2?,37366003
1.0,Sum -100.859 and -1642757.,-1642857.859
1.0,Subtract -3542 from 13074126192.,13074129734
1.0,Calculate 14134 divided by -833.,-14134/833
1.0,Calculate the greatest common factor of 377024 and 142784.,64
1.0,"Let g = 658 - 657.9. Let b = -28 - -24. Put b, 4/5, g, 1/3 in increasing order.","b, g, 1/3, 4/5"
1.0,What is the highest common divisor of 1538 and 56397691?,769
1.0,Let x(y) be the first derivative of -32*y + 38*y**2 + 11 + 10/3*y**3. Determine f so that x(f) = 0.,"-8, 2/5"
1.0,"Suppose z + 4325 = m, -6*m = -2*m - 3*z - 17302. Is m a multiple of 12?",False
1.0,What is the distance between -2.6 and -4390620441012?,4390620441009.4
1.0,What is the value of (3/12)/((-792)/3872)*-9?,11
1.0,What is the second derivative of -2*d**3*l**3 + 18*d**3 - 3*d**2*l*o + 2*d**2*o - d*o - 278189*l**4*o + 11*l*o + 74*l + 5 wrt l?,-12*d**3*l - 3338268*l**2*o
1.0,-72939132893504 + 3,-72939132893501
1.0,Calculate the common denominator of 127/12903090 and 103/18.,38709270
1.0,-12460158 divided by -6,2076693
1.0,What are the prime factors of 179*4 + 8*6/8?,"2, 19"
1.0,Calculate the common denominator of -59/132722612 and -53/55.,663613060
1.0,Subtract 230.1 from -2.5339468.,-232.6339468
1.0,Which is smaller: -1504 or 28?,-1504
1.0,(4/(-30))/((525/(-1260))/((-5)/2)),-4/5
1.0,Factor 6/5*c**2 - 3/5*c**3 + 393/5*c - 396/5.,-3*(c - 12)*(c - 1)*(c + 11)/5
1.0,Express (-c**2 + c**2 + c**2)*(-4415 - 1651 - 5208 - 3467 - 3821 + 2354) as n + q*c**2 + i*c and give q.,-16208
1.0,"Let h be ((-48)/(-32) - 2/4)*(7 - 7). Sort h, 1, 8, -3, 26 in decreasing order.","26, 8, 1, h, -3"
1.0,Let f be (93/15 - 1) + (-3)/15. Suppose 4 = -f*s + 619. Is s a multiple of 24?,False
1.0,Does 6 divide ((-1)/(-8))/((-105)/(-8175720))?,False
1.0,What is 0.0140682154 rounded to 5 decimal places?,0.01407
1.0,What is the highest common factor of 116729 and 443299?,113
1.0,"Suppose 3*i + 3 = 5*h, -7 = -h - 2*i + 4. Let v be ((-2)/(-3))/(((-48)/(-18))/(-8)). List the prime factors of 459/h + (v + 4)*-2.",149
1.0,"Solve 135*h - 133*h = 11*a + 27, 0 = 4*h - 32 for a.",-1
1.0,What is the highest common factor of 77842567 and 3896?,487
1.0,Let h(c) = c**2 - 131*c - 11742. Determine h(-61).,-30
1.0,What is the smallest common multiple of 3484962 and 60?,34849620
1.0,"Suppose -35*i - 636 = -254 - 242. Sort i, 8, -1, 0.","i, -1, 0, 8"
1.0,Round -742675.06 to the nearest 1000.,-743000
1.0,Let x(n) be the first derivative of -n**6/1800 + 41*n**5/600 - n**4/3 - 17*n**3/3 - n**2/2 - 48. Let u(f) be the third derivative of x(f). Factor u(l).,-(l - 40)*(l - 1)/5
1.0,Calculate the smallest common multiple of 140 and 168935.,4730180
1.0,What is 0.121 + -673539976040?,-673539976039.879
1.0,Simplify (t**8*t**6)**42/((t*t/(t*t**(-7/5)*t*t))/((t**(1/17)/t)/t))**(-31) assuming t is positive.,t**(56149/85)
1.0,Let n be ((-5)/35)/((-1)/(-2)). Let w = -0.0624 - 0.2706. Let v = w - 0.067. Which is the closest to v?  (a) 4  (b) n  (c) 3,b
1.0,Simplify (x/(x*x*x*x**0)*x)**(-7/5)*((x*x**(-1/2))/x)/x**(3/4)*(x/(x*x/(x/(x**(-3/4)/x)))*x**3)**(2/23) assuming x is positive.,x**(259/460)
1.0,What is the value of (-68810)/14745*(-60)/(-8)?,-35
1.0,Find the second derivative of 110207390*h**5*l**2 + 5*h**2*l**2 + 105*h*l**2 + 21*h*l + h - 6*l**2 - 4*l - 6 wrt h.,2204147800*h**3*l**2 + 10*l**2
1.0,Does 0 = -1990/745477?,False
1.0,What is 0.00007467003 rounded to 7 decimal places?,0.0000747
1.0,Calculate the highest common divisor of 2567232 and 5600.,32
1.0,3 - -0.16699972036129,3.16699972036129
1.0,2 divided by 2711046,1/1355523
1.0,Let j(y) = 400*y - 109920. Give j(284).,3680
1.0,Let s(w) = 845*w - 102983. What is s(122)?,107
1.0,Let j(f) = -73886*f - 30958229. Calculate j(-419).,5
1.0,Round 6915886.22 to the nearest ten thousand.,6920000
1.0,What is the second derivative of 990*b**2*f**2 + 1766812*b**2*f - 19687*f**4 + 15*f wrt f?,1980*b**2 - 236244*f**2
1.0,What is the common denominator of -29/2908 and 41/78680?,57200360
